scientific_name,birdlife_id,cell_id,atlas_code,atlas_name,period_label,period_start_year,period_end_year,reference_year,source,source_url
Ciconia ciconia,22697691,34UFB2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFB3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFB4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFC1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFC2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFC3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFC4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFD1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFD2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFD3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFD4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFE1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFE2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFE3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFE4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFF1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFF2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFF3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFF4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFG1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFG2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFG3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFG4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFU1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFU2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFU3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFU4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFV1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFV2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFV3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UFV4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UGU1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34UGU2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VDH4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEH1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEH2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEH3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEH4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEJ1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEJ2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEJ3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEJ4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VEK3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFH1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFH2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFH3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFH4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFJ1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFJ2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFJ4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFK1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFK3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFK4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFL2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFL3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFL4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,34VFN2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SLV4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SMC3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SMD1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SMD2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SMD3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SMD4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SME2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SME4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNA1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNA3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNB1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNB2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNB3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNB4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNC1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNC2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNC3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNC4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SND1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SND2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SND3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SND4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNE2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNE4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SNV3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPA1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPA3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPA4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPB1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPB2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPB3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPB4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPC1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPC2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPC3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPC4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPD1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPD2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPD3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPD4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPE2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SPE4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQA1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQA2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQA3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQA4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQB1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQB2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQB4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQC1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQC2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQD1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQD2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35SQE2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKF3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKF4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKG3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKG4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKH3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKH4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKJ3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKJ4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKK3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKK4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKL3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TKL4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TLF1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TLF2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TLF3,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TLF4,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TLG1,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
Ciconia ciconia,22697691,35TLG2,ebba2,EBBA2,EBBA2 (2013-2017),2013,2017,2015,European Breeding Bird Atlas official occurrence map,https://ebba2.info/maps/species/Ciconia-ciconia/ebba2/occurrence/
