scientific_name,cell_id,center_latitude,center_longitude,south_latitude,north_latitude,west_longitude,east_longitude,source
Ciconia ciconia,ciconia_ciconia_0001,36.00,-9.00,35.75,36.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0681,42.00,11.25,41.75,42.25,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0682,42.00,12.00,41.75,42.25,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0683,42.00,12.75,41.75,42.25,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0684,42.00,13.50,41.75,42.25,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0685,42.00,14.25,41.75,42.25,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0686,42.00,15.00,41.75,42.25,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0687,42.00,15.75,41.75,42.25,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0688,42.00,16.50,41.75,42.25,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0689,42.00,17.25,41.75,42.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0690,42.00,21.00,41.75,42.25,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0691,42.00,21.75,41.75,42.25,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0692,42.00,22.50,41.75,42.25,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0693,42.00,23.25,41.75,42.25,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0694,42.00,24.00,41.75,42.25,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0695,42.00,24.75,41.75,42.25,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0696,42.00,25.50,41.75,42.25,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0697,42.00,26.25,41.75,42.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0698,42.00,27.00,41.75,42.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0699,42.00,27.75,41.75,42.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0700,42.00,28.50,41.75,42.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0701,42.00,29.25,41.75,42.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0702,42.00,30.00,41.75,42.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0703,42.00,30.75,41.75,42.25,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0704,42.00,31.50,41.75,42.25,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0705,42.00,32.25,41.75,42.25,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0706,42.00,33.00,41.75,42.25,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0707,42.00,33.75,41.75,42.25,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0708,42.00,34.50,41.75,42.25,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0709,42.00,35.25,41.75,42.25,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0710,42.00,36.00,41.75,42.25,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0711,42.00,36.75,41.75,42.25,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0712,42.00,37.50,41.75,42.25,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0713,42.00,38.25,41.75,42.25,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0714,42.00,39.00,41.75,42.25,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0715,42.00,39.75,41.75,42.25,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0716,42.00,40.50,41.75,42.25,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0717,42.00,41.25,41.75,42.25,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0718,42.00,42.00,41.75,42.25,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0719,42.00,42.75,41.75,42.25,42.375,43.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0720,42.00,43.50,41.75,42.25,43.125,43.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0721,42.00,44.25,41.75,42.25,43.875,44.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0722,42.00,45.00,41.75,42.25,44.625,45.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0723,42.50,-9.75,42.25,42.75,-10.125,-9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0724,42.50,-9.00,42.25,42.75,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0725,42.50,-8.25,42.25,42.75,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0726,42.50,-7.50,42.25,42.75,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0727,42.50,-6.75,42.25,42.75,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0728,42.50,-6.00,42.25,42.75,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0729,42.50,0.75,42.25,42.75,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0730,42.50,1.50,42.25,42.75,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0731,42.50,2.25,42.25,42.75,1.875,2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0732,42.50,3.00,42.25,42.75,2.625,3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0733,42.50,8.25,42.25,42.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0734,42.50,9.00,42.25,42.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0735,42.50,9.75,42.25,42.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0736,42.50,10.50,42.25,42.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0737,42.50,11.25,42.25,42.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0738,42.50,12.00,42.25,42.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0739,42.50,12.75,42.25,42.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0740,42.50,13.50,42.25,42.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0741,42.50,14.25,42.25,42.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0742,42.50,15.00,42.25,42.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0743,42.50,15.75,42.25,42.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0744,42.50,16.50,42.25,42.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0745,42.50,17.25,42.25,42.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0746,42.50,21.00,42.25,42.75,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0747,42.50,21.75,42.25,42.75,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0748,42.50,22.50,42.25,42.75,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0749,42.50,23.25,42.25,42.75,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0750,42.50,24.00,42.25,42.75,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0751,42.50,24.75,42.25,42.75,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0752,42.50,25.50,42.25,42.75,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0753,42.50,26.25,42.25,42.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0754,42.50,27.00,42.25,42.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0755,42.50,27.75,42.25,42.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0756,42.50,28.50,42.25,42.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0757,42.50,29.25,42.25,42.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0758,42.50,30.00,42.25,42.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0759,42.50,30.75,42.25,42.75,30.375,31.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0760,42.50,31.50,42.25,42.75,31.125,31.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0761,42.50,32.25,42.25,42.75,31.875,32.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0762,42.50,33.00,42.25,42.75,32.625,33.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0763,42.50,33.75,42.25,42.75,33.375,34.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0764,42.50,34.50,42.25,42.75,34.125,34.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0765,42.50,35.25,42.25,42.75,34.875,35.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0766,42.50,36.00,42.25,42.75,35.625,36.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0767,42.50,36.75,42.25,42.75,36.375,37.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0768,42.50,37.50,42.25,42.75,37.125,37.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0769,42.50,38.25,42.25,42.75,37.875,38.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0770,42.50,39.00,42.25,42.75,38.625,39.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0771,42.50,39.75,42.25,42.75,39.375,40.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0772,42.50,40.50,42.25,42.75,40.125,40.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0773,42.50,41.25,42.25,42.75,40.875,41.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0774,42.50,42.00,42.25,42.75,41.625,42.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0775,42.50,42.75,42.25,42.75,42.375,43.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0776,42.50,43.50,42.25,42.75,43.125,43.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0777,42.50,44.25,42.25,42.75,43.875,44.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0778,42.50,45.00,42.25,42.75,44.625,45.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0779,43.00,-9.75,42.75,43.25,-10.125,-9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0780,43.00,-9.00,42.75,43.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0781,43.00,-8.25,42.75,43.25,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0782,43.00,-7.50,42.75,43.25,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0783,43.00,-6.75,42.75,43.25,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0784,43.00,-6.00,42.75,43.25,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0785,43.00,0.75,42.75,43.25,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0786,43.00,1.50,42.75,43.25,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0787,43.00,2.25,42.75,43.25,1.875,2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0788,43.00,3.00,42.75,43.25,2.625,3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0789,43.00,3.75,42.75,43.25,3.375,4.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0790,43.00,8.25,42.75,43.25,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0791,43.00,9.00,42.75,43.25,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0792,43.00,9.75,42.75,43.25,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0793,43.00,10.50,42.75,43.25,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0794,43.00,11.25,42.75,43.25,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0795,43.00,12.00,42.75,43.25,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0796,43.00,12.75,42.75,43.25,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0797,43.00,13.50,42.75,43.25,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0798,43.00,14.25,42.75,43.25,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0799,43.00,15.00,42.75,43.25,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0800,43.00,15.75,42.75,43.25,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0801,43.00,16.50,42.75,43.25,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0802,43.00,17.25,42.75,43.25,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0803,43.00,21.00,42.75,43.25,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0804,43.00,21.75,42.75,43.25,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0805,43.00,22.50,42.75,43.25,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0806,43.00,23.25,42.75,43.25,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0807,43.00,24.00,42.75,43.25,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0808,43.00,24.75,42.75,43.25,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0809,43.00,25.50,42.75,43.25,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0810,43.00,26.25,42.75,43.25,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0811,43.00,27.00,42.75,43.25,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0812,43.00,27.75,42.75,43.25,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0813,43.00,28.50,42.75,43.25,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0814,43.00,29.25,42.75,43.25,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0815,43.00,30.00,42.75,43.25,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0816,43.50,-9.75,43.25,43.75,-10.125,-9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0817,43.50,-9.00,43.25,43.75,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0818,43.50,-8.25,43.25,43.75,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0819,43.50,-7.50,43.25,43.75,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0820,43.50,-6.75,43.25,43.75,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0821,43.50,-6.00,43.25,43.75,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0822,43.50,0.75,43.25,43.75,0.375,1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0823,43.50,1.50,43.25,43.75,1.125,1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0824,43.50,2.25,43.25,43.75,1.875,2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0825,43.50,3.00,43.25,43.75,2.625,3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0826,43.50,3.75,43.25,43.75,3.375,4.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0827,43.50,8.25,43.25,43.75,7.875,8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0828,43.50,9.00,43.25,43.75,8.625,9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0829,43.50,9.75,43.25,43.75,9.375,10.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0830,43.50,10.50,43.25,43.75,10.125,10.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0831,43.50,11.25,43.25,43.75,10.875,11.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0832,43.50,12.00,43.25,43.75,11.625,12.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0833,43.50,12.75,43.25,43.75,12.375,13.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0834,43.50,13.50,43.25,43.75,13.125,13.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0835,43.50,14.25,43.25,43.75,13.875,14.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0836,43.50,15.00,43.25,43.75,14.625,15.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0837,43.50,15.75,43.25,43.75,15.375,16.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0838,43.50,16.50,43.25,43.75,16.125,16.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0839,43.50,17.25,43.25,43.75,16.875,17.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0840,43.50,21.00,43.25,43.75,20.625,21.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0841,43.50,21.75,43.25,43.75,21.375,22.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0842,43.50,22.50,43.25,43.75,22.125,22.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0843,43.50,23.25,43.25,43.75,22.875,23.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0844,43.50,24.00,43.25,43.75,23.625,24.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0845,43.50,24.75,43.25,43.75,24.375,25.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0846,43.50,25.50,43.25,43.75,25.125,25.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0847,43.50,26.25,43.25,43.75,25.875,26.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0848,43.50,27.00,43.25,43.75,26.625,27.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0849,43.50,27.75,43.25,43.75,27.375,28.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0850,43.50,28.50,43.25,43.75,28.125,28.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0851,43.50,29.25,43.25,43.75,28.875,29.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0852,43.50,30.00,43.25,43.75,29.625,30.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0853,44.00,-9.75,43.75,44.25,-10.125,-9.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0854,44.00,-9.00,43.75,44.25,-9.375,-8.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0855,44.00,-8.25,43.75,44.25,-8.625,-7.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0856,44.00,-7.50,43.75,44.25,-7.875,-7.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0857,44.00,-6.75,43.75,44.25,-7.125,-6.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0858,44.00,-6.00,43.75,44.25,-6.375,-5.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0859,44.00,-5.25,43.75,44.25,-5.625,-4.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0860,44.00,-4.50,43.75,44.25,-4.875,-4.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0861,44.00,-3.75,43.75,44.25,-4.125,-3.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0862,44.00,-3.00,43.75,44.25,-3.375,-2.625,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0863,44.00,-2.25,43.75,44.25,-2.625,-1.875,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0864,44.00,-1.50,43.75,44.25,-1.875,-1.125,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0865,44.00,-0.75,43.75,44.25,-1.125,-0.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
Hirundo rustica,hirundo_rustica_0866,44.00,0.00,43.75,44.25,-0.375,0.375,Approximate 50-km European breeding range grid; EBBA2-informed placeholder
